Customer_ID,Full_Name,Age,Gender,Occupation,Is_Active,Region_ID
187,Zayidov Abdulhamid,56,Ayol,O‘qituvchi,True,8
188,Solihayeva Milana,63,Ayol,Shifokor,True,5
189,Elif Osiyeva,77,Erkak,Talaba,True,5
190,Akobirov Abdurahmon,32,Erkak,Tadbirkor,True,11
191,Abdullohov Muhammadrizo,22,Erkak,Tadbirkor,True,1
192,Farhod Mustafayev,70,Ayol,Nafaqaxo‘r,True,10
193,Temirov Javohir,62,Ayol,Tadbirkor,True,5
194,Mumtoz Mubinova,49,Erkak,Hisobchi,True,8
195,Saddamov Asad,45,Ayol,Hisobchi,True,12
196,Ansorova Nuriya,23,Erkak,Savdogar,True,4
197,E’zozova Safina,54,Erkak,Nafaqaxo‘r,True,1
198,Zakariyoev Ayub,46,Erkak,Hisobchi,True,5
199,Muhammadamirov Shohjahon,70,Erkak,Nafaqaxo‘r,True,8
200,Farhodov Muslim,39,Erkak,Muhandis,True,6
201,Safiyeva Sadia,62,Ayol,Savdogar,False,8
202,Ulug‘bekov Isfandiyor,70,Erkak,Nafaqaxo‘r,True,13
203,Shahzoda Shahzodov,34,Erkak,Talaba,True,6
204,Saminova Dilnoz,70,Ayol,Talaba,True,1
205,Murod Ulug‘bekov,51,Ayol,Savdogar,True,6
206,Dilnozova Zahro,21,Ayol,Huquqshunos,True,4
207,Alinur Muhammadaminov,36,Ayol,Shifokor,True,8
208,Jamshidov Shohrux,58,Erkak,Boshqa,True,10
209,Temir Zayidov,53,Ayol,Shifokor,True,1
210,Asilbek Behruzov,71,Ayol,Shifokor,True,2
211,Ominova Bibisora,27,Ayol,Huquqshunos,True,8
212,Sabrina Zaynabova,44,Ayol,Nafaqaxo‘r,True,14
213,Umarov Ayub,53,Ayol,Dasturchi,False,3
214,Muhsinova Asmira,50,Erkak,Shifokor,True,12
215,Shohjahonov Samandar,68,Ayol,Ishlab chiqaruvchi,False,14
216,Asilbek Akbarov,50,Erkak,Tadbirkor,True,5
217,Abdurahmon Muhammadumarov,71,Ayol,Muhandis,True,10
218,Hasan Gabriyelov,48,Ayol,Huquqshunos,True,6
219,Feruzova Malika,42,Ayol,Dasturchi,False,8
220,Osiyeva Alzina,33,Ayol,Dasturchi,True,10
221,Muizzova Rayhona,44,Ayol,Boshqa,True,1
222,Nozima Musfirayeva,76,Ayol,Talaba,False,13
223,Zakariyo Mironov,68,Erkak,Nafaqaxo‘r,False,14
224,Diyorayeva Amira,26,Ayol,Shifokor,True,9
225,Nozima Muxlisayeva,46,Ayol,O‘qituvchi,True,2
226,Omina Sadiyeva,44,Erkak,Shifokor,True,14
227,Laylo Alzinova,80,Ayol,Hisobchi,True,5
228,Farhod Shahzodov,59,Ayol,Savdogar,True,2
229,Yasinov Farhod,42,Ayol,Huquqshunos,True,6
230,Saida Amirayeva,22,Ayol,Dasturchi,True,4
231,Muhsinova Aylin,45,Erkak,Nafaqaxo‘r,True,2
232,Jasminova Sarvinoz,37,Erkak,Ishlab chiqaruvchi,True,1
233,Munisa Rayhonova,36,Ayol,Talaba,True,6
234,Safiyeva Malika,51,Erkak,Muhandis,True,7
235,Munisa Laylova,57,Ayol,Hisobchi,True,14
236,Abubakr Dovudov,49,Erkak,Dasturchi,True,10
237,Zahroyeva Soliha,34,Ayol,Savdogar,True,8
238,Milanova Zahro,69,Ayol,Savdogar,True,8
239,Ismoil Azizov,22,Ayol,Hisobchi,True,8
240,Fuzaylov Muhammadrizo,79,Ayol,Nafaqaxo‘r,True,7
241,Halidov Doniyor,30,Ayol,Shifokor,True,7
242,Oysha Feruzova,54,Ayol,Boshqa,True,6
243,Muhammadsodiqov Behruz,80,Ayol,Tadbirkor,True,14
244,Rumaysa Solihayeva,73,Erkak,Hisobchi,True,11
245,Firdavsev Kamron,71,Erkak,Hisobchi,True,5
246,Feruza Musfirayeva,32,Erkak,Hisobchi,True,11
247,Ayubov Ibrohim,66,Erkak,Savdogar,True,12
248,Behruz Ismoilov,58,Erkak,Tadbirkor,True,11
249,Musfira Rumaysayeva,20,Ayol,Boshqa,True,10
250,Ominova Mehrimoh,76,Ayol,Boshqa,True,5
251,Abduboriy Mironov,30,Ayol,Huquqshunos,True,3
252,Nozima Sadiyeva,35,Erkak,Tadbirkor,False,14
253,Muxlisa Ruqiyayeva,78,Ayol,Boshqa,True,8
254,Muzayyana Asmiraeva,69,Ayol,Shifokor,True,2
255,Ruqiyayeva Alzina,79,Ayol,Huquqshunos,True,4
256,Afruzova Muxlisa,68,Erkak,Tadbirkor,True,7
257,Sumayya Marjonova,47,Ayol,Hisobchi,True,6
258,Asadov Mahmud,58,Erkak,Savdogar,True,6
259,Sadia Sakinayeva,19,Ayol,Hisobchi,True,10
260,Salohiddin Gabriyelov,22,Ayol,Boshqa,True,11
261,Asmira Muizzova,44,Erkak,O‘qituvchi,False,2
262,Yasin Muhammadsodiqov,37,Erkak,Shifokor,True,8
263,Maryamova Saida,52,Ayol,Nafaqaxo‘r,True,3
264,Azizova Osiyo,78,Ayol,Hisobchi,True,12
265,Abror Farhodov,27,Erkak,Nafaqaxo‘r,True,7
266,Amirayeva Amira,78,Erkak,Boshqa,True,5
267,Jasmina Sadiyeva,46,Erkak,Ishlab chiqaruvchi,True,8
268,Ibrohimov Jalol,61,Ayol,O‘qituvchi,True,6
269,Yasina Mushtariyeva,30,Ayol,Shifokor,True,2
270,Muhammadsolih Azizov,59,Erkak,O‘qituvchi,True,11
271,Diyor Farizov,33,Erkak,Shifokor,True,3
272,Abdulhamid Zayidov,53,Erkak,Dasturchi,True,4
273,Murod Muhammadziyoev,27,Erkak,Tadbirkor,True,13
274,Humoyun Muhammadyasinov,27,Ayol,Muhandis,True,3
275,Kumush Durdonova,73,Erkak,O‘qituvchi,True,1
276,Javohirov Muslim,68,Ayol,O‘qituvchi,True,4
277,Saminova Elif,21,Ayol,Huquqshunos,True,3
278,Diyorayeva Malika,22,Ayol,Ishlab chiqaruvchi,True,8
279,Murodov Sarvar,24,Erkak,Hisobchi,True,8
280,Dovudov Abdulloh,68,Ayol,Nafaqaxo‘r,True,14
281,Amira Mohlaroyimova,19,Ayol,Talaba,True,1
282,Imonova Bibisora,24,Ayol,Shifokor,True,8
283,Milana Mohinurova,38,Erkak,Shifokor,True,10
284,Asilayeva Hadija,57,Ayol,Talaba,False,11
285,Abduazizov Fariz,51,Ayol,Huquqshunos,True,5
286,Samina Jasminova,24,Erkak,Savdogar,True,13
287,Dunyo Muslimaeva,67,Erkak,Talaba,True,9
288,Bibisora Dilnozova,32,Ayol,Nafaqaxo‘r,True,7
289,Ominova Shahnoza,64,Ayol,Talaba,True,2
290,Salohiddin Zubayrov,34,Erkak,Savdogar,False,6
291,Roziyayeva Sakina,22,Erkak,Shifokor,True,2
292,Shohjahon Muhammadyusupov,65,Ayol,Muhandis,True,12
293,Nilufar Musfirayeva,55,Ayol,Savdogar,True,9
294,Elifova Sumayya,40,Ayol,Boshqa,True,14
295,Javohir Ahmadov,36,Ayol,Ishlab chiqaruvchi,True,10
296,Amira Madinaeva,50,Erkak,Savdogar,True,4
297,Muhammadaziz Dovudov,72,Ayol,Huquqshunos,True,2
298,Abdumalikov Otabek,66,Erkak,Talaba,True,5
299,Dunyo Sarvinozova,80,Erkak,Hisobchi,False,13
300,Dilnur E’zozova,71,Ayol,O‘qituvchi,True,12
301,Bilolov Aziz,62,Ayol,Ishlab chiqaruvchi,True,13
302,Alinur Mustafayev,29,Erkak,Hisobchi,True,14
303,Aylin Jasminova,22,Erkak,Shifokor,True,3
304,Zaynabova Amina,31,Ayol,Nafaqaxo‘r,True,7
305,Anisayeva Jasmina,41,Ayol,Hisobchi,True,5
306,Mumtoz Zahroyeva,74,Erkak,Muhandis,True,1
307,Saminova Laylo,21,Erkak,Tadbirkor,True,11
308,Laylova Bonu,45,Ayol,Talaba,True,8
309,Nozima Aylinova,66,Erkak,Ishlab chiqaruvchi,True,9
310,Alinur Akobirov,36,Ayol,Huquqshunos,True,11
311,Xolid Yahyoev,20,Ayol,Hisobchi,True,4
312,Oyshayeva Osiyo,31,Erkak,Muhandis,True,5
313,Imona Shahinova,36,Erkak,O‘qituvchi,True,6
314,Yahyo Ja’farov,45,Erkak,Talaba,True,3
315,Zarina Aylinova,32,Ayol,Shifokor,True,9
316,Muhammadayubov Salohiddin,65,Ayol,O‘qituvchi,True,1
317,Abubakr Jamshidov,22,Ayol,Hisobchi,True,14
318,Ansora Sadiyeva,43,Ayol,Tadbirkor,True,12
319,Sakinayeva Laylo,19,Erkak,Hisobchi,True,6
320,Ansorova Sumayya,62,Erkak,Talaba,True,6
321,Muhammadsolih Usmonov,33,Ayol,Huquqshunos,True,7
322,Imona E’zozova,73,Ayol,Dasturchi,True,5
323,Habib Sarvarov,28,Erkak,Huquqshunos,True,2
324,Miron Hasanov,75,Ayol,Ishlab chiqaruvchi,True,13
325,Dilnur Farzonova,70,Erkak,Dasturchi,True,11
326,Salohiddin Hasanov,34,Erkak,Hisobchi,True,4
327,Mubina Muzayyanova,66,Erkak,Muhandis,False,11
328,Aziza Farzonova,58,Ayol,Hisobchi,True,8
329,Asilbekov Muhammadamin,46,Ayol,Savdogar,True,11
330,Muhammad Ayubov,46,Ayol,Nafaqaxo‘r,True,2
331,E’zoza Muzayyanova,68,Erkak,Ishlab chiqaruvchi,True,5
332,Akmalov Ali,37,Ayol,O‘qituvchi,True,8
333,Abduaziz Dovudov,71,Erkak,Savdogar,True,5
334,Muhammadsolih Miranov,72,Ayol,Nafaqaxo‘r,True,2
335,Safina Hadichayeva,79,Erkak,Nafaqaxo‘r,False,13
336,Otabekov Imron,54,Erkak,Ishlab chiqaruvchi,True,11
337,Solihayeva Iymona,50,Erkak,Nafaqaxo‘r,True,3
338,Laziz Abdumalikov,75,Ayol,Boshqa,True,14
339,Abdurahmon Abduazizov,59,Erkak,Dasturchi,True,3
340,Mohlaroyim Hadijayeva,46,Erkak,Ishlab chiqaruvchi,True,9
341,E’zoza Samiyeva,36,Ayol,Ishlab chiqaruvchi,True,7
342,Sevinch Laylova,21,Ayol,Shifokor,True,13
343,Aliyev Sarvar,53,Ayol,Tadbirkor,True,11
344,Nuriyeva Bibisora,72,Erkak,Ishlab chiqaruvchi,True,11
345,Anvarov Laziz,60,Ayol,Tadbirkor,False,3
346,Anisa Mohinurova,62,Ayol,Muhandis,True,11
347,Madinaeva Fariza,78,Ayol,Huquqshunos,True,2
348,Amina Nuriyeva,68,Erkak,Savdogar,True,6
349,Alzina Farizayeva,78,Erkak,Savdogar,True,12
350,Muhammadziyoev Amir,50,Erkak,Ishlab chiqaruvchi,True,6
351,Mustafayev Dovud,78,Ayol,Nafaqaxo‘r,True,4
352,Muhammadamirov Halid,26,Erkak,Tadbirkor,True,3
353,Humayrova Muizza,24,Erkak,Savdogar,True,9
354,Zinnurova Farangiz,67,Erkak,Hisobchi,True,10
355,Robiyayeva Sa’diya,28,Erkak,Boshqa,True,3
356,Habiba Muzdalifayeva,44,Erkak,Nafaqaxo‘r,True,6
357,Akbar Abduazizov,66,Ayol,Dasturchi,True,12
358,Muzdalifa Safiyeva,37,Ayol,Dasturchi,True,13
359,Amirov Muhammadali,78,Ayol,Nafaqaxo‘r,True,10
360,Alzinova Dilnoz,67,Ayol,Muhandis,True,7
361,Asila Dildorova,69,Erkak,Tadbirkor,True,10
362,Shahzod Ismoilov,48,Ayol,Huquqshunos,False,14
363,Shahzodov Umar,63,Erkak,Tadbirkor,True,14
364,Isfandiyor Samirov,28,Ayol,Huquqshunos,True,5
365,Zaynabova Afruza,45,Erkak,Nafaqaxo‘r,True,2
366,Rayyona Farangizova,77,Ayol,O‘qituvchi,True,1
367,Javohirov Diyor,41,Ayol,Shifokor,True,4
368,Soliha Muslimaeva,19,Erkak,Boshqa,True,6
369,Mursalina Bibisorayeva,68,Erkak,O‘qituvchi,True,3
370,Mehrimohova Alzina,71,Erkak,Boshqa,True,8
371,Damir Salohiddinov,57,Erkak,O‘qituvchi,True,1
372,Jalolov Alinur,71,Ayol,Shifokor,True,3
373,Safiya Mushtariyeva,33,Erkak,O‘qituvchi,True,5
374,Murod Boburov,58,Ayol,Shifokor,True,13
375,Shohjahon Gabriyelov,75,Erkak,Savdogar,True,8
376,Javohirov Mironshoh,33,Erkak,Tadbirkor,True,12
377,Abror Hasanov,57,Erkak,Hisobchi,True,6
378,Aliyeva Samina,60,Erkak,Huquqshunos,False,11
379,Rayyona Afruzova,22,Erkak,Talaba,True,9
380,Azizov Yahyo,20,Ayol,Ishlab chiqaruvchi,True,11
381,Charosova Asma,19,Erkak,Ishlab chiqaruvchi,True,6
382,Mustafayev Ulug‘bek,60,Erkak,Hisobchi,True,11
383,Charos Roziyayeva,39,Erkak,Ishlab chiqaruvchi,True,3
384,Jalolov Shahzoda,70,Erkak,Savdogar,True,11
385,Mubinova Elif,62,Erkak,Muhandis,True,8
386,Yunusov Shohjahon,67,Erkak,Tadbirkor,True,8
387,Bilol Isfandiyorov,68,Erkak,Ishlab chiqaruvchi,False,4
388,Ja’far Hasanov,50,Ayol,Tadbirkor,True,7
389,Mohinurova Aylin,59,Ayol,Ishlab chiqaruvchi,True,4
390,Shukronova Shahnoza,21,Ayol,Tadbirkor,True,14
391,Islomov Ulug‘bek,41,Ayol,Boshqa,True,7
392,Charosova Sarvinoz,79,Ayol,Muhandis,True,7
393,Muhammadrizo Yusupov,49,Ayol,Shifokor,True,6
394,Islom Akbarov,23,Erkak,Huquqshunos,True,7
395,Dilnoz Anisayeva,24,Ayol,Savdogar,True,2
396,Yasmina Hadijayeva,46,Ayol,Muhandis,True,10
397,Dovudov Muhammadyasin,40,Erkak,Boshqa,True,8
398,Aliyeva Shukrona,40,Ayol,Tadbirkor,True,10
399,Shukronova Sa’diya,68,Erkak,Savdogar,True,1
400,Damir Abdullohov,41,Erkak,O‘qituvchi,True,9
401,Yunusov Yunus,56,Ayol,O‘qituvchi,True,11
402,Musfirayeva Diyora,33,Ayol,Ishlab chiqaruvchi,True,13
403,Gabriyelov Akobir,54,Erkak,Savdogar,True,1
404,Rayyona Saminova,41,Ayol,Shifokor,True,6
405,Umarov Diyor,51,Ayol,Ishlab chiqaruvchi,True,6
406,Asmira Yasinaeva,33,Erkak,Boshqa,True,2
407,Ulug‘bek Ahmadov,51,Erkak,Tadbirkor,True,7
408,Ahmad Muhammadyusupov,63,Erkak,Hisobchi,True,8
409,Islom Otabekov,76,Erkak,Shifokor,True,8
410,Said Asadov,22,Erkak,Boshqa,True,8
411,Muhammadamir Muhammadsolihov,23,Ayol,Savdogar,True,13
412,Nozimova Mushtariy,22,Ayol,Tadbirkor,True,9
413,Aziza Imonova,63,Erkak,Ishlab chiqaruvchi,True,12
414,Shohjahon Jahongirov,25,Erkak,Dasturchi,True,4
415,Dunyoeva Amina,19,Ayol,Nafaqaxo‘r,True,6
416,Anvar Muhammadyasinov,53,Erkak,Shifokor,True,3
417,Ulug‘bekov Abbos,63,Ayol,Huquqshunos,True,12
418,Ruhshonova Madina,44,Erkak,Muhandis,False,14
419,Farhodov Farhod,59,Ayol,Nafaqaxo‘r,True,2
420,Boburov Aziz,40,Erkak,Muhandis,True,3
421,Muhammadrizo Murodov,76,Erkak,Shifokor,True,14
422,Abdurahmonov Yasin,37,Erkak,Ishlab chiqaruvchi,False,3
423,Muhammadziyoev Fuzayl,32,Ayol,Shifokor,True,6
424,Abdurahmonov Jasur,58,Ayol,Muhandis,True,9
425,Asadov Isfandiyor,57,Erkak,Huquqshunos,True,9
426,Asilbek Mustafayev,55,Erkak,Muhandis,True,10
427,Samandarov Hasan,64,Ayol,Hisobchi,True,10
428,Salohiddin Samandarov,73,Erkak,O‘qituvchi,False,1
429,Fariz Aliyev,67,Ayol,Savdogar,True,10
